Año de publicación,Código sugerido,Nombre del archivo,Título del estudio,Categoría,Tipo de documento,Subcategoría,Idioma,Número de páginas,Incorpora perspectiva de género,Año de término,Lugar de término,Palabras clave,Objetivo,Metodología,Resumen,Documento público,Publicación destacada,Publicado,Editorial,Entidad solicitante,Entidad a cargo del estudio,Investigador u organismo principal,Equipo de investigación,Número de documento administrativo,Tipo de financiamiento,Costo del estudio,Base de datos enviada,Base pública,Url,Autoría
2017,E17-0024,Sin información,Evidencias 35: Análisis de la Reforma Educacional en base a los principales indicadores del Education at a Glance 2017,Estudios,Informe,Reporte de información estadística,Español,40,Si,2017,"Santiago, Chile","Reforma Educacional, Education at a Glance, Gasto Público y Privado, STEM, Ni-Ni, Sistema de desarrollo profesional docente, Ley de inclusión escolar, Política Nacional de Formación Técnico Profesional, PACE. ","Efectuar una revisión comparada entre los indicadores que se presentan en el Education at a Glance 2017 y los avances de la Reforma Educacional, tomando como referencia a la cuenta pública 2014-2017 del Ministerio de Educación.",Mixta,"Análisis de la Reforma Educacional en base a los principales indicadores del Education at a Glance 2017 es una publicación que analiza el desarrollo educacional en Chile por medio de las transfomaciones planteadas en la Reforma de la Presidenta Michelle Bachelet. El análisis demuestra que durante los últimos años ha aumentado de manera importante la cobertura y el financiamiento destinado al nivel de educación parvularia. En educación escolar destaca la Ley de Inclusión Escolar y el Sistema de Desarrollo Profesional Docente como iniciativas destinadas a inyectar recursos adicionales para un aprendizaje de calidad y revalorizar la profesión docente. En educación superior la creación de 2 nuevas universidades y 15 CFT estatales aumentarán la participación pública en el nivel, mientras que la Gratuidad busca apoyar de manera directa al derecho de acceder a una educación de calidad en educación superior.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC",Fabián Ramírez,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18795/E17-0024.pdf?sequence=1&isAllowed=y,Fabián Ramírez
2017,E17-0025,Sin información,Evidencias 36: Reflexiones para la gestión del aseguramiento de la calidad en educación parvularia. De la evidencia internacional al caso chileno,Estudios,Informe,Educación parvularia,Español,18,No,2017,"Santiago, Chile","Aseguramiento de la calidad, educación parvularia. ",Reflexionar y contribuir a la discusión del sistema de aseguramiento de la calidad en educación parvularia chilena. ,Cualitativa,El documento tiene como objetivo presentar a grandes razgos los aportes y los principales resultados de una investigación de contexto internacional comparada respecto al desarrollo de estándares educativos en el marco del sistema de aseguramiento de la calidad en educación parvularia en conjunto con los avances y desafíos del sistema de aseguramiento de la calidad en el contexto chileno para el mismo nivel educativo con el fin de contribuir a la reflexión sobre el proceso que se incia en Chile. De acuerdo a esto se generan conclusiones referidas a la necesidad de discusión y elementos a considerar en ella para el contexto chileno. ,Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC",María Victoria Marínez,Andrea Rossi,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18796/E17-0025.pdf?sequence=1&isAllowed=y,María Victoria Marínez; Andrea Rossi
2017,E17-0026,DOCUMENTO DE TRABAJO 6,Doc. de trabajo Nº 7: Las consecuencias de no completar la educación media para la población adulta en Chile Hallazgos a partir de la Evaluación Internacional de Competencias en Población Adulta PIAAC-OECD,Estudios,Documento de trabajo,Educación adultos,Español,41,No,2017,"Santiago, Chile","Educación de personas jóvenes y adultas (EPJA), educación media, trayectorias educativas.","Analizar las diferencias que genera completar la educación media para la población adulta en Chile, utilizando información proporcionada por el Estudio de Competencias de la Población Adulta, PIAAC.",Cuantitativa,"Según cifras oficiales, una alta proporción de la población adulta en Chile cuenta con un bajo nivel educativo, lo que se expresa en que el 48,2% de la población mayor de 25 años no ha completado los 12 años de escolaridad obligatoria. El presente documento analiza las diferencias que genera completar la educación media para la población adulta en Chile, utilizando información proporcionada por el Estudio de Competencias de la Población Adulta, PIAAC. Mediante análisis estadístico de datos, se comparó en distintas dimensiones a la población adulta de 18 a 65 años que completó la educación media, con aquella que, como máximo, completó la educación básica. Los resultados muestran que existen diferencias estadísticamente significativas entre ambos grupos en seis dimensiones; habilidades y competencias; uso de habilidades y competencias en contextos laborales; uso de habilidades y competencias en la vida cotidiana; condiciones laborales; oportunidades de educación continua; y bienestar subjetivo. Los resultados reflejan la importancia de fortalecer las políticas de educación para personas jóvenes y adultas, puesto que, para la población adulta, contar con la educación media completa permite acceder a mejores condiciones de vida.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","González, Rodrigo",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18791/E17-0026.pdf?sequence=1&isAllowed=y,"González, Rodrigo"
2017,E17-0027,Sin información,Doc. de trabajo Nº 8: Selección en la educación secundaria y acceso a universidades de elite por tipos de establecimiento en Chile. Análisis de la cohorte 2016,Estudios,Documento de trabajo,Sistema educativo,Español,31,No,2017,"Santiago, Chile","Establecimientos emblemáticos, establecimientos privados de elite, Liceos Bicentenarios, selección.","Analizar la selección en la educación secundaria y el acceso a universidades de elite por tipos de establecimiento en Chile, para una cohorte de estudiantes del año 2016.",Cuantitativa,"Es estudio caracteriza a estudiantes de IV° medio de la cohorte 2016 de un conjunto de establecimientos públicos y privados que presentan resultados en pruebas estandarizadas sobre el promedio del sistema, y que han sido seleccionados a partir de algún criterio. Además, compara el rendimiento de estos alumnos/as durante la educación media, y analiza el acceso a estudios en cuatro carreras de dos universidades altamente prestigiosas de Chile. Constata que no hay un consenso académico sobre la conveniencia o no de aplicar mecanismos de selección en la educación pública en Chile, y muestra que hay al menos siete veces más probabilidad de que estudiantes de establecimientos privados de elite accedan a una educación universitaria de este tipo en relación con estudiantes de Liceos Bicentenarios, y casi tres veces más que estudiantes de liceos emblemáticos. Por último, plantea la necesidad de analizar las ventajas de los estudiantes hombres en el acceso a una educación universitaria de elite en Chile.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Rivera C., Mario","Guevara M., Javier",Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18792/E17-0027.pdf?sequence=1&isAllowed=y,"Rivera C., Mario; Guevara M., Javier"
2017,E17-0028,Sin información,Evaluación de la Implementación del Programa de Indagación Científica para la Educación (ICEC),Evaluaciones,Informe,Monitoreo y evaluación,Español,22,Si,2017,"Santiago, Chile","ICEC, Evaluación de implementación, indagación científica.  ","Evaluar la implementación del programa ICEC, desde la perspectiva de los distintos actores involucrados en el programa durante el año 2015.",Mixta,"El presente documento corresponde al informe de la evaluación del Programa de Indagación Científica de Enseñanza en Ciencias ICEC. Esta evaluación consistió en el levantamiento de información desde diferentes actores, como los docentes usuarios del Programa, jefaturas técnicas de los establecimientos educacionales, actores institucionales de las SECREDUC, académicos de las universidades y estudiantes de docentes beneficiarios de ICEC; todo con el fin de generar un análisis que permitiera comprender las características de implementación del programa, desde la perspectiva de los actores involucrados. En ese sentido, el presente resumen presenta un recorrido del proceso de consultoría en sus diversas etapas, en donde se exponen los resultados de las diferentes esferas del programa. Cabe mencionar que los resultados se encuentran triangulados con información cualitativa y cuantitativa. Para finalizar, se presentan las principales conclusiones y recomendaciones.",Si,Si,No,Sin información,Dirección de Educación General; DEG,"Centro de Estudios, MINEDUC",Cliodinámica,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18806/E17-0028.pdf?sequence=1&isAllowed=y,Cliodinámica
2017,E17-0029,Sin información,Revisión de las Políticas Educativas en Chile desde 2004 a 2016,Estudios,Informe,Sistema educativo,Español,252,Si,2017,"Santiago, Chile","Política educativa, sistema educacional, educación parvularia, educación escolar, educación superior, Reforma Educacional.","Entregar una mirada panorámica de la evolución que ha tenido la política educativa en los últimos 12 años, y describir los avances de la Reforma Educacional a noviembre de 2016.",Mixta,"En 2014 el Ministerio de Educación (MINEDUC) encargó a la Organización para la Cooperación y el Desarrollo Económicos (OCDE) la realización del estudio Evaluaciones de Políticas Nacionales de Educación: Educación en Chile (Reviews of National Policies for Education: Education in Chile), cuyo propósito es analizar los avances en política educativa desde 2004 a 2016 y entregar recomendaciones para el actual Proceso de Reforma que se está llevando a cabo en el país. Como parte de esta evaluación, el Centro de Estudios del MINEDUC elaboró la Revisión de las Políticas Educativas en Chile desde 2004 a 2016, que contiene una descripción de la educación en Chile, destinada a entregar la información de contexto necesaria para que el equipo de la OCDE a cargo de la evaluación comprenda y analice el sistema educacional chileno.",Si,Si,No,"Ministerio de Educación de Chile, MINEDUC",Organización para la Cooperación y el Desarrollo Económicos; OCDE,"Centro de Estudios, MINEDUC","Fernández S.,  María Paz","Donoso R., María Francisca; Arancibia L., Emilia; Venegas M., Juan Ignacio; Rojas, D. Saúl; Rivera C., Mario.; Ramaciotti M., Laura; Hernández V., Macarena; Contreras T., José Ignacio; Pérez N., Camila; Trigger M., Jennifer.",Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18807/E17-0029.pdf?sequence=1&isAllowed=y,"Fernández S.,  María Paz; Donoso R., María Francisca; Arancibia L., Emilia; Venegas M., Juan Ignacio; Rojas, D. Saúl; Rivera C., Mario.; Ramaciotti M., Laura; Hernández V., Macarena; Contreras T., José Ignacio; Pérez N., Camila; Trigger M., Jennifer."
2017,E17-0030,Sin información,Evidencias 37: ¿Hacia dónde avanza el sistema educativo en Chile? Análisis de las recomendaciones OCDE contenidas en Evaluaciones de Políticas Nacionales de Educación: Educación en Chile (2004-2016) en el contexto de la Reforma en marcha,Estudios,Informe,Sistema educativo,Español,38,No,2017,"Santiago, Chile","Recomendaciones OCDE, System Review, Reforma Educacional.","Mostrar las principales recomendaciones que entrega el equipo de la OCDE en el marco de las diferentes líneas de Reforma aprobadas y en proceso de implementación, y finalmente, los avances desde el cierre del informe a octubre de 2017.",Cualitativa,"El presente documento pretende mostrar las principales recomendaciones que entrega el equipo de la OCDE en el marco de las diferentes líneas de Reforma aprobadas y en proceso de implementación, a saber, Educación Parvularia, Ley de Inclusión Escolar, Sistema de Educación Pública, Sistema de Desarrollo Profesional Docente, y Educación Técnico Profesional. Cada sección contiene una breve reseña de las principales características de la línea de Reforma, para luego presentar las recomendaciones de este mismo equipo al respecto, y finalmente, los avances desde el cierre del informe a octubre de 2017.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Fernández S.,  María Paz",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18797/E17-0030.pdf?sequence=1&isAllowed=y,"Fernández S.,  María Paz"
2017,E17-0031,Sin información,"Evidencias 38: ¿Cómo mejorar la distribución, uso y administración de los recursos escolares? Análisis y desafíos a partir de las recomendaciones OCDE en la Revisión de políticas para mejorar la efectividad del uso de recursos en las escuelas (Chile)",Estudios,Informe,Educación escolar,Español,60,No,2017,"Santiago, Chile","Recursos Escolares, distribución, utilización, administración, gobernanza, recursos financieros, recursos humanos, recursos físicos, recursos dirigidos a grupos específicios.","A partir del Reporte OCDE sobre la Revisión de políticas para mejorar la efectividad del uso de recursos en las escuelas (Chile), 2017 (del proyecto School Resources Review), se priorizaron las temáticas más relevantes, que expone los desafíos y recomendaciones, contextualizándolos en su estado actual para promover la reflexión en la comunidad en general, en torno al estudio de los recursos escolares y de las líneas de acción que se podrían movilizar en el corto, mediano y largo plazo.",Mixta,"A partir del marco conceptual presente en el Proyecto OCDE School Resources Review, se elaboró esta evidencia la cual busca presentar las principales recomendaciones que surgieron en el Reporte de la OCDE 2017 sobre la Revisión de Recursos Escolares, de manera que se pueda incentivar la reflexión para la toma de decisiones que permitan alcanzar un sistema de mayor equidad y mejor calidad. El documento contiene seis secciones: i) Contexto Proyecto OCDE School Resources Review, ii) Contexto del sistema escolar chileno iii) Análisis de los Recursos Financieros, iv) Análisis de los Recursos Humanos, vi) Análisis de los Recursos Físicos, y v) Análisis de los Recursos dirigidos a grupos específicos. En las cuatro últimas secciones se entrega información de contexto de las problemáticas y los principales desafíos y recomendaciones identificados por el Equipo OCDE. Según el tema, se presentan los avances logrados en esas áreas, comprendiendo que en ciertos casos todavía se está en procesos incipientes de implementación de las acciones establecidas a partir de los proyectos de ley elaborados en el marco de la Reforma Educacional, llevada a cabo por el actual Gobierno.El análisis contempla una breve descripción respecto de cómo se da la distribución, utilización y administración de los recursos escolares en Chile, con el fin de mejorar la calidad, equidad y eficacia de la educación, en los distintos niveles (central, intermedio y local) del sistema educativo.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Castillo, Amanda",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18798/E17-0031.pdf?sequence=1&isAllowed=y,"Castillo, Amanda"
2017,E17-0032,Sin información,"Doc. de trabajo Nº 9: Una nueva tipología institucional de Investigación, Desarrollo e innovación (I+D+i) en las universidades chilenas",Estudios,Documento de trabajo,Educación superior,Español,38,No,2017,"Santiago, Chile","Investigación, Desarrollo e innovación (I+D+i); Educación Superior, universidades, tipología.","Describir las actividades de Investigación, Desarrollo e innovación (I+D+i) llevadas a cabo por las universidades chilenas a partir de una tipología contextualizada a la realidad nacional para el periodo 2010-2016.",Cuantitativa,"En el contexto de la creación del Ministerio de Ciencia, Tecnología e Innovación, es necesario contar con una descripción del dinamismo  científico dentro del país, donde las universidades son las principales ejecutoras del presupuesto público para Investigación, Desarrollo e innovación (I+D+i). Por ello, el presente documento aplica una nueva tipología institucional, como un primer intento de categorizar a las universidades chilenas con criterios específicos de I+D+i; en universidades de docencia, de investigación básica, de investigación aplicada y de innovación. Los resultados generales arrojan que en el periodo analizado (2010-2016), las universidades de docencia han sido predominantes en Chile, aun cuando han experimentado una disminución en el tiempo, representando el 36% en el año 2016. A partir de estos datos es posible inferir que las universidades han incorporado progresivamente la función de desarrollar proyectos de investigación por medio de la integración de actividades científicas a sus labores de docencia.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Sthioul, Alberto",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18793/E17-0032.pdf?sequence=1&isAllowed=y,"Sthioul, Alberto"
2017,E17-0033,Sin información,Doc. de trabajo Nº 10 Hacia una comprensión del vínculo entre las prácticas de enseñanza de educadores y educadoras tradicionales indígenas y el espacio escolar,Estudios,Documento de trabajo,Educación especial,Español,50,No,2017,"Santiago, Chile","Interculturalidad, educación intercultural indígena, pueblos originarios, educador tradicional indígena, prácticas de enseñanza.",Comprender y analizar el vínculo de las prácticas de enseñanza de los educadores y educadores tradicionales con el espacio escolar.,Cualitativa,"Esta publicación tiene como propósito indagar en la labor del educador y educadora tradicional indígena, comprendiendo cómo las prácticas de enseñanza que desarrolla se vinculan con el espacio educativo. Para cumplir el propósito mencionado, se analizarán de manera integrada los resultados de la investigación Análisis de prácticas de enseñanza–aprendizaje de educadores tradicionales aymara y mapuche, generando una segunda lectura o meta-análisis de los resultados por medio de la aplicación del enfoque analítico de la grounded theory o teoría fundamentada (Glasser y Strauss, 1967).",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Valdebenito Gutiérrez, Ximena",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18784/E17-0033.pdf?sequence=1&isAllowed=y,"Valdebenito Gutiérrez, Ximena"
2017,E17-0034,Sin información,Doc. de trabajo Nº 11: ¿En qué usan los establecimientos sus horas de libre disposición? Análisis de la Encuesta Horas de Libre Disposición 2017 en establecimientos con Jornada Escolar Completa,Estudios,Documento de trabajo,Currículo,Español,39,No,2017,"Santiago, Chile","Jornada Escolar Completa, horas de libre disposición, curriculum escolar.","Conocer, desde un enfoque cuantitativo, exploratorio y descriptivo, de qué manera los establecimientos JEC definen y utilizan las horas de libre disposición en los grados y niveles que imparten.",Cuantitativa,"Este estudio analiza cómo de qué manera los establecimientos JEC definen y utilizan las horas de libre disposición en los grados y niveles que imparten. Los resultados evidencian que la participación en el proceso de definición de horas se encuentra circunscrito a pocos actores (directores, jefes de unidades técnico-pedagógica y profesores). Se concluye que la manera en que los establecimientos definen y utilizan las horas de libre disposición es diferente según sus características, principalmente la dependencia administrativa y los niveles de educación impartidos. Las principales preguntas que genera el estudio dicen relación con el efecto de las políticas y programas en la forma de determinación y uso de estas y en el potencial uso que tiene este tipo de análisis para la actualización del curriculum nacional.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Estudios, MINEDUC",Hadabell Castillo H.; Victoria Martínez M.,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18785/E17-0034.pdf?sequence=1&isAllowed=y,Hadabell Castillo H.; Victoria Martínez M.
2017,E17-0035,Sin información,Servicio de Análisis del Sistema de Administración Delegada Creado por el D.L Nº 3.166 de 1980,Estudios,Informe,Educación técnico-profesional,Español,231,No,2017,"Santiago, Chile","Sistema de Administración Delegada, educación técnico profesional.","Realizar una revisión integral sobre el Sistema de Administración Delegada, incluyendo su marco normativo, estructura de financiamiento, gestión institucional; y sus resultados académicos y laborales.",Mixta,"Este estudio tuvo por objetivo la realización de una “revisión integral del SAD incluyendo su marco normativo, estructura de financiamiento, gestión institucional; y sus resultados académicos y laborales”, lo anterior bajo una perspectiva comparada entre los liceos del SAD y los del sector subvencionado, esto es, municipales y particulares subvencionados. En relación a los resultados del Estudio, es posible señalar: a) A nivel normativo se pueden identificar una gran cantidad de leyes, decretos y reglamentos que afectan a los establecimientos del SAD y que impactan en su gestión; b) los establecimientos del SAD con matrículas más grandes, alrededor del 30%, reciben un monto inferior en comparación a los establecimientos Municipales y Particulares Subvencionados con el mismo número de alumnos. Lo contrario le sucede al 26% de los establecimientos de Administración Delegada con matrículas más pequeñas, entre doscientos y cuatrocientos alumnos, que reciben un monto anual mayor que los colegios PS y Municipales con matrículas similares, aunque estos últimos se asemejan más a los colegios SAD que los PS. Lo anterior se modifica levemente cuando se introduce la Subvención Escolar Preferencial, donde el porcentaje de establecimientos SAD que reciben un monto anual inferior que sus pares subvencionados de igual matrícula, aumenta al 56% aproximadamente. Por otro lado, se realizó un ejercicio de simulación de ingresos de los liceos SAD en escenarios del sector subvencionado. Incluyendo el monto de la SEP se observó que habría 18 liceos del SAD que recibirían un ingreso mayor al que reciben actualmente por convenio, sin embargo, no es una subvención que genere cambios significativos en la mayoría de los establecimientos ya que ésta corresponde sólo al 12% de la subvención total; c)En general, los liceos del SAD parecen tener mejores resultados y procesos de gestión institucional en varios de los indicadores medidos que los subvencionados del grupo de comparación. Y esto puede deberse en parte a sostenedores que trabajan más en red y se ligan a instituciones con alto capital profesional como aquellas ligadas a gremios o universidades. Sin embargo, no hay evidencia que permita asegurar causalidad al respecto.",Si,Si,No,Sin información,Secretaría Ejecutiva de Educación Técnico-Profesional; MINEDUC,"Centro de Estudios, MINEDUC",DESUC,"Magdalena Browne, Vicky Rojas, Alejando Carrasco, Ernesto Treviño, Cristobal Villalobos, María Jesús Morel, Andrés Bernasconi, Isabel Hilliger.; CEPPE; CEPPE",Sin información,Interno,94135175,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18808/E17-0035.pdf?sequence=1&isAllowed=y,"DESUC; Magdalena Browne, Vicky Rojas, Alejando Carrasco, Ernesto Treviño, Cristobal Villalobos, María Jesús Morel, Andrés Bernasconi, Isabel Hilliger.; CEPPE"
2017,E17-0036,Sin información,Estándares de oportunidades de aprendizaje en Educación Parvulario: Evidencia comparada,Estudios,Informe,Educación parvularia,Español,493,No,2017,"Santiago, Chile","Estádares de oportunidad de aprendizaje, educación parvularia. ","Analizar y comparar los estándares de oportunidades de aprendizaje (o estándares de calidad) y los modelos de aseguramiento de la calidad para el nivel de educación parvularia en Chile y otros diez países o estados (Australia, Brasil, Canadá-Ontario, Colombia, Estados Unidos-Massachusetts, Inglaterra, Irlanda, Israel, Nueva Zelanda, Suecia).",Cualitativa,"El estudio tiene como objetivo general analizar y comparar los estándares de calidad (también llamados “estándares de oportunidades de aprendizaje”) y los modelos de aseguramiento de la calidad para el nivel de Educación Parvularia en Chile y otros diez países o estados; los cuales son: Australia, Brasil, Colombia, Inglaterra, Irlanda, Israel, Nueva Zelanda, Massachusetts (EEUU), Ontario (Canadá) y Suecia. Los casos de estudios en cada país se realizan en base a análisis documental (documentos de gobierno, informes de estudios, artículos, datos estadísticos, entre otros) y entrevistas individuales y/o grupales a: académicos, policy makers, funcionarios que trabajan en el Estado central o local, miembros de organizaciones del tercer sector que hayan participado en la elaboración de los estándares de calidad y/o modelo de aseguramiento de la calidad, y agentes que hayan participado de la implementación del modelo en centros infantiles (tales como: directivos, agentes educativos, apoderados). En los casos de Australia, Brasil, Inglaterra y Suecia, por medio de visitas en terreno, se realizó una investigación con mayor profundidad, en cuanto al proceso de construcción de los estándares de calidad. En total el estudio involucró el análisis de sobre 80 documentos, 12  entrevistas grupales y 55 entrevistas en profundidad. En cada país se estudia el sistema de educación inicial; el concepto y los estándares de calidad; el sistema aseguramiento de la calidad y el modelo de gestión educativa. Se ofrece de esta manera una síntesis por país que enfatiza los sellos y enfoques de cada caso, los avances y contribuciones, como también los debates, puntos críticos y “lecciones aprendidas”. A partir de los resultados, se entregan recomendaciones para el desarrollo de los estándares indicativos de desempeño para la Educación Parvularia en Chile.",Si,No,No,Sin información,Unidad de Currículum y Evaluación; UCE; Ministerio de Educación de Chile; MINEDUC,"Unidad de Curriculum y Evaluación, MINEDUC","Centro de Estudios de Primera Infancia, UAH","Cortázar, Alejandra; Falabella, Alejandra; Rojas, María Teresa; Andrea Rossi (UCE); María Victoria Martinez (Centro de Estudios); PNUD; PNUD",Sin información,Externo,65800000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18809/E17-0036.pdf?sequence=1&isAllowed=y,"Centro de Estudios de Primera Infancia, UAH; Cortázar, Alejandra; Falabella, Alejandra; Rojas, María Teresa; Andrea Rossi (UCE); María Victoria Martinez (Centro de Estudios); PNUD"
2017,E17-0037,INFORME PACE,Determinación de Puntaje de Postulación PACE (PPP) Pertinente año 2017,Estudios,Informe,Educación superior,Español,49,No,2017,"Santiago, Chile","Programa PACE, Puntaje Promedio Ponderado, Admisión, Educación Superior.","Determinar la construcción más pertinente del Puntaje Promedio Ponderado (PPP) a ser utilizado en el proceso de admisión PACE 2017, que considere la utilización del Puntaje Ranking en combinación con el puntaje NEM y las bonificaciones que el proceso PACE 2016 consideró para la elaboración del PPP (bonificación por asistencia, bonificación por interés vocacional y bonificación por regionalidad), así también como otras posibles bonificaciones que puedan ser determinadas.",Cuantitativa,"Este estudio busca generar recomendaciones para perfeccionar el mecanismo a través del cual se calcula el Puntaje Ponderado PACE (PPP). Para llegar a este resultado, realiza múltiples simulaciones para estimar los indicadores involucrados en el cálculo del puntaje en diversos escenarios. Las simulaciones fueron realizadas utilizando bases de datos oficiales proporcionadas por la Subsecretaría de Educación. Dentro de los principlaes resultados, se destacan algunas interacciónes entre el proceso de adimisión regular y el PACE, así como la interacción entre el Programa PACE y otros beneficios como la beca BEA, aun cuando la frecuencia con que ocurre esta última itneracción es baja. Asimismo, el estudio encontró una baja cantidad de empates en el proceso PACE, un alto nivel de satisfacción de los beneficiarios y un bajo uso de cupos PACE.",Si,No,No,Sin información,División de Educación Superior; DIVESUP; Programa de Acompañamiento y Acceso Efectivo a la Educación Superior; PACE,"Unidad de Educación Superior, Centro de Estudios, MINEDUC","Signorini, Valeria",Saúl Rojas; Saúl Rojas,REX 4644,Interno,3000000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18811/E17-0037.pdf?sequence=1&isAllowed=y,"Signorini, Valeria; Saúl Rojas"
2017,E17-0038,Sin información,"Implementación de estudio de usos, oportunidades y riesgos en el uso de TIC por parte de niños, niñas y adolescentes en Chile",Estudios,Informe,TIC,Español,60,Si,2017,"Santiago, Chile","TIC, ecología digital, infancia, adolescencia.","Describir de manera relevante, rigurosa, actual y comparable los usos, oportunidades y riesgos en el uso de las Tecnologías de la Información y Comunicación (TIC) por parte de niños, niñas y adolescentes en Chile.",Cuantitativa,"Este estudio entrega una mirada general sobre cómo están usando internet las nuevas generaciones de niños, niñas y adolescentes en Chile, así como de cómo su entorno más cercano los acompaña, guía y apoya en este proceso. Se concluye que el uso de dispositivos es un fenómeno socio-técnico donde que una red de agentes (niños, normas, padres, dispositivos, habilidades, instituciones, capital, expectativas, territorios, etc.) operan de manera conjunta para producir acciones en el mundo. Por lo tanto, datos como el uso intensivo de internet a través de tecnologías móviles no deben ser analizados de manera aislada, ya que pueden generar una lectura distorsionada de la realidad, mostrando una infancia y adolescencia muy conectada, en la lógica del “nativo digital”, cuando la realidad en cuanto a usos y habilidades puede ser muy distinta, y sobre todo, desigual.",Si,No,No,Sin información,División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,Pontificia Universidad Católica de Valparaíso,"Caballero, Patricio","Claro, Magdalena ; Lazcano, Daniela; Antezana, Lorena; Maldonado, Luis ",Contrato N°4500296777,Interno,67165000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/18812/E17-0038.pdf?sequence=1&isAllowed=y,"Caballero, Patricio; Claro, Magdalena; Lazcano, Daniela; Antezana, Lorena; Maldonado, Luis"
